Mode,Epoch,Total Loss,Cross Entropy Loss,KL Div,KL Div * Beta,Reg Loss,Reg Loss * Gamma,Delta
train,0,65.90411649394781,62.4520286222907,0.0897997765586862,8.979977655868622e-07,2.9531033039093018,0.0,1.0
test,0,60.92978879122045,58.62646758505502,0.11472813049220461,1.1472813049220461e-06,2.915743589401245,0.0,1.0
train,1,61.64689844947467,59.05449415060503,0.10191750289468884,2.293016418251881e-06,2.6813037395477295,0.0,1.0
train,2,59.38697474898063,56.835912604757425,0.11331629085074885,3.9657868890490834e-06,2.469620943069458,0.0,1.0
train,3,58.68989271846919,56.20127551378516,0.17194642045481964,8.166810172527227e-06,2.525759220123291,0.0,1.0
train,4,58.11902487810139,55.632893217614686,0.18290017596179534,1.0973096056827912e-05,2.680851697921753,0.0,1.0
train,5,50.46440984676793,47.63241516315487,0.2346406056602624,1.700997740658365e-05,2.5536153316497803,0.0,1.0
train,6,46.769585753967846,44.08428289856954,0.3118556753764007,2.6505393489428742e-05,2.647247791290283,0.0,1.0
train,7,46.11516671376451,43.515521690226855,0.35455915515417064,3.456641523492404e-05,2.5764806270599365,0.0,1.0
train,8,45.50137611010882,42.941373239127685,0.38359093129236577,4.2191166532847316e-05,2.5333220958709717,0.0,1.0
train,9,45.27514643939289,42.738015188949404,0.3957385921526467,4.84735254795375e-05,2.5121781826019287,0.0,1.0
train,10,45.19822891220786,42.6775931191743,0.4092699173318924,5.524632296583884e-05,2.5297296047210693,0.0,1.0
train,11,44.98219481258338,42.472543947231735,0.41391104651538985,6.104618808413042e-05,2.50911021232605,0.0,1.0
train,12,44.9095860385461,42.40712615899967,0.4199458037697758,6.718502941610759e-05,2.6244304180145264,0.0,1.0
train,13,44.829277975915744,42.331410513995735,0.4227980097967166,7.292578622227443e-05,2.5605628490448,0.0,1.0
train,14,44.80117304333538,42.30262273025577,0.42659059642667724,7.891179500349784e-05,2.476128101348877,0.0,1.0
train,15,44.836326985753054,42.33573197716042,0.4273997046623635,8.440342792635437e-05,2.521862745285034,0.0,1.0
train,16,44.814305752678116,42.323911891459375,0.4290703719894852,9.009619671035211e-05,2.503453016281128,0.0,1.0
train,17,44.91767663809497,42.42064109526784,0.4327959498387731,9.628790192519296e-05,2.565809965133667,0.0,1.0
train,18,44.68831776686377,42.19848406616739,0.4256705691581613,0.00010002300616436187,2.570361375808716,0.0,1.0
train,19,44.745973230713545,42.25030312973777,0.42543946563431106,0.00010528616355718319,2.5866737365722656,0.0,1.0
train,20,44.7386495159774,42.24430249891207,0.4234803824323266,0.00011009431242284414,2.6202666759490967,0.0,1.0
test,20,43.77243575775674,41.41066372038513,0.4509224607894695,0.00011722856674374236,2.480894088745117,0.0,1.0
train,21,44.533664018998444,42.04794121827447,0.42224224338406185,0.00011504992746326804,2.605877637863159,0.0,1.0
train,22,44.55253604051606,42.062126352020044,0.422013576605458,0.00012026226395919891,2.5539402961730957,0.0,1.0
train,23,44.6167631349034,42.124428944810205,0.4216664980594323,0.00012543366026086192,2.569755792617798,0.0,1.0
train,24,44.535857485134414,42.042506597787636,0.41870820707725687,0.00012978698294773732,2.5476834774017334,0.0,1.0
train,25,44.72370198213564,42.2273436841976,0.41964013961131397,0.00013532083127028592,2.6299877166748047,0.0,1.0
train,26,44.73976307064152,42.251402797567245,0.4127929788602651,0.00013827223214637585,2.5786073207855225,0.0,1.0
train,27,44.67499921285589,42.181517026152505,0.4057749237843664,0.00014099309111138963,2.585850954055786,0.0,1.0
train,28,44.693818140916164,42.18829478336094,0.4069269919182585,0.00014647947464585596,2.6159579753875732,0.0,1.0
train,29,44.704029292954274,42.2160054914299,0.4035083719986427,0.00015029224139100948,2.5576064586639404,0.0,1.0
train,30,44.570507229703196,42.08105583904206,0.39470934317631273,0.0001519482955225113,2.6205837726593018,0.0,1.0
train,31,44.54618576716397,42.05210980052221,0.39264492814816243,0.00015606114394792886,2.6122350692749023,0.0,1.0
